dic = {285:[(1728166,0.267276641703),(266817,0.202409951886),(1726380,0.171992939602),(1808563,0.167115770336),(887776,0.166423663061),(2712821,0.161089553802),(1763102,0.157669584956),(2128544,0.150178365705),(2169564,0.13808416009),(2468829,0.136592832738),(561002,0.135081308584),(1858896,0.126337018453),(2121562,0.122170954815),(856444,0.12127801646),(2086053,0.114951382829)],
902:[(1443706,0.354259647766),(599025,0.237631361264),(455014,0.220677660512),(2210816,0.209388299414),(1162250,0.19884823339),(2791339,0.19740792293),(2075329,0.193778545855),(237692,0.190232970357),(1520277,0.187775736049),(399435,0.184075587041),(90273,0.183713776152),(415358,0.174556857278),(1570917,0.171379982782),(2184369,0.170385537922),(77356,0.166943174563)],
948:[(1053542,0.21594571249),(1673229,0.180808445677),(1807819,0.172199066918),(410414,0.167500372817),(1156803,0.166847464456),(1129899,0.151823680575),(1076904,0.150703396513),(570383,0.148049235858),(569889,0.142130759716),(1047625,0.14002517414),(2184369,0.13414957422),(823512,0.134129208281),(776006,0.121865042725),(1595372,0.117434126743),(1287265,0.112587272871)],
1183:[(1096406,0.436890171805),(2117630,0.292379581193),(579292,0.277053013673),(77400,0.181303276496),(1774990,0.17719419867),(771171,0.173494145176),(2806026,0.170433735976),(1664426,0.167935528493),(2393265,0.163621670574),(1932410,0.145879073121),(2223192,0.143377795919),(558807,0.14336483656),(1364949,0.139298248371),(698891,0.137512389837),(870096,0.13299232702)],
1286:[(47583,0.00303967416025),(194241,0.00296346999968),(2802026,0.00283257754985),(749431,0.00274275282802),(579292,0.00263423557031),(2235265,0.00252650613888),(1317915,0.0024997708375),(2264926,0.00239920824784),(1240596,0.00235975250151),(2297807,0.00225098492905),(470426,0.00216895512241),(436574,0.00214932522892),(2827170,0.00210484105888),(2614865,0.00194020367743),(2776824,0.00192823017809)],
1509:[(1566231,0.327609432191),(466934,0.258871661217),(1003954,0.252133912286),(2086041,0.230874752278),(490987,0.224859104712),(1824686,0.222020542859),(2182715,0.219277041246),(1516543,0.204252966386),(1865831,0.200812161229),(1972115,0.192781485308),(269512,0.179892411481),(1496156,0.175757440222),(2705759,0.170246746505),(109031,0.160433220544),(1376058,0.157392487532)],
1776:[(1386412,0.101712853368),(1053542,0.0938808149227),(1244196,0.0762505816406),(931519,0.0647024706385),(1376058,0.0484858480332),(2302683,0.0480077877486),(437245,0.0475969421934),(1496888,0.0456670213572),(2413494,0.0448771942903),(447985,0.0425217068891),(1672211,0.037238968038),(2156629,0.0357156328433),(1240553,0.035040680373),(2097556,0.0348850698982),(1565316,0.031827458072)],
1982:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15)],
2742:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15)],
3161:[(472040,0.202736675197),(665194,0.122890750369),(933025,0.100531975272),(2277810,0.097626366415),(723096,0.097599728904),(937879,0.0945116810408),(2295019,0.0909023633037),(2371498,0.086472680698),(1297941,0.0757471868654),(243252,0.0752407049178),(141483,0.0709183583802),(1565316,0.0708128064895),(2124917,0.0690436742724),(2658075,0.068809697202),(902396,0.0649349949198)],
3256:[(1330328,0.143553912675),(1092821,0.142276433812),(2413494,0.137378650164),(657183,0.122925673379),(929053,0.109788931688),(1317754,0.0757911639606),(2437289,0.0738035248779),(1025695,0.0711557354171),(2244175,0.0702213766804),(2239755,0.0695386228564),(207240,0.0628040023643),(1105930,0.0624547920947),(1267146,0.0600177354964),(2759350,0.0591283009177),(381226,0.0584049681532)],
3375:[(42452,0.110683615588),(712300,0.0915764596505),(668899,0.0901823951138),(803363,0.0845636778758),(2031981,0.0838789414258),(2627099,0.0823347600164),(1953846,0.0813071986782),(475121,0.0794665793371),(2778525,0.0771871560919),(430145,0.0760995917099),(1477734,0.0727959712065),(447985,0.0701241641756),(1244196,0.069043352082),(1056667,0.0668885190086),(2545674,0.065786088633)],
3547:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15)],
3630:[(2750191,0.247808686718),(415358,0.18707382643),(1472716,0.18690618876),(447985,0.181229120345),(1443706,0.156575528969),(177825,0.156200449398),(493460,0.153838737116),(1290875,0.153289247341),(2625619,0.150065175084),(1432568,0.149685833298),(1664453,0.144309604732),(1867675,0.142295220073),(931519,0.131938453917),(2501356,0.130823507332),(2770160,0.1280150605)],
3806:[(73218,0.215038079649),(499178,0.199472057583),(592559,0.186468344221),(2080276,0.178728085383),(2582558,0.173767367599),(1782499,0.166764969373),(668899,0.165761702796),(2018868,0.159749599278),(1803686,0.159257224749),(1370919,0.158879929461),(2348573,0.15546342455),(638712,0.155169997571),(1038792,0.14958415093),(973448,0.147501018323),(2470880,0.147029966583)],
4607:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15)],
5112:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15)],
5627:[(374376,0.179208671818),(2593483,0.133652848211),(2802026,0.105529774274),(415358,0.0972783883663),(2380306,0.0918971966325),(2309062,0.0641410530439),(1062021,0.0638498631104),(2309131,0.0564394587063),(568191,0.0536281846557),(2462072,0.0525075388163),(616365,0.0515103906517),(2803681,0.0477682857406),(1438082,0.0466156190625),(1754395,0.0418872843064),(776006,0.0390457690506)],
5686:[(926828,0.241689446127),(2309898,0.22866363557),(475804,0.191687321401),(2138292,0.187143599705),(2471602,0.18190537368),(730809,0.143645529631),(2774733,0.137967033116),(1382986,0.133284686774),(2802026,0.116234464932),(2127017,0.108158711696),(1785216,0.106420712287),(940481,0.104771328858),(2650926,0.101429420145),(313495,0.100895967805),(2593483,0.0990375113323)],
5738:[(1129899,0.211232657741),(2310939,0.193685800657),(712300,0.174453707115),(194318,0.171288505707),(1244196,0.161709413911),(538069,0.158211233617),(2614865,0.145697657868),(2295534,0.139125313993),(1156803,0.138140822317),(1774879,0.126103730818),(1672211,0.124912345787),(1129891,0.124693038325),(870096,0.124126079177),(1160406,0.121676117946),(2481419,0.119058909156)],
