user_id,recommended_items
285,536047 1366236 546415 2791339 981037 
902,931519 2002097 412368 1086695 2462072 
948,1854295 399596 1053542 2392150 2050227 
1183,1244196 2778525 1386412 632512 2097556 
1286,1084672 1258303 1939821 2181431 883501 
1509,2182715 437245 657183 466934 859163 
1776,1934683 1092821 2051674 1311546 1697357 
1982,650449 83465 2040236 1162250 997790 
2742,278589 871141 2142673 801479 1900183 
3161,723096 472040 2348229 2623166 2005476 
3256,72465 657183 2303921 1422700 2423978 
3375,2791339 1244196 1386412 1446206 2381402 
3547,499178 592559 282676 2177140 1834588 
3630,1244196 500654 1171271 455014 2395920 
3806,1776330 2037855 2167880 437245 2586734 
4607,2778525 605947 2097556 2222699 784737 
5112,1162250 2073556 1244196 410414 1984327 
5627,1330328 1056667 1898571 2712821 2026021 
5686,920520 164045 2353541 697461 1381522 
5738,2778525 823512 1609616 1888822 2259161 
5839,1576126 2325510 2534190 1386412 2791339 
6442,650449 83465 112809 997790 2040236 
7182,70700 22144 95803 706437 1330328 
7693,2778525 1053542 436574 2826125 1730037 
8316,2109677 1267873 2715391 745361 1573482 
9660,546415 499178 1623663 524197 1345405 
9680,2778525 2295019 1882410 1228746 1092821 
10044,2586734 41126 1359079 2031953 1244196 
10316,830073 1984327 657183 1244196 2106311 
10469,2648928 794156 1744038 1585842 2682419 
10470,1386412 2156629 2289895 288342 1079601 
10870,2778525 784737 1092821 823512 2097556 
10956,2791339 1244196 1386412 536047 2778525 
11027,460717 1928254 103612 211267 271246 
11380,1920047 1754395 2157469 1165605 313851 
11423,1244196 1931528 701000 1576126 2459081 
11805,499178 1299984 102006 2470216 1407200 
12046,266412 343377 2043929 1386412 868600 
12097,882152 1408909 2224024 966979 822702 
12233,266412 343377 2043929 395402 2791339 
12593,973863 6834 2230175 1900345 1376234 
12626,763308 83465 1274336 607978 480007 
12630,2778525 2450694 158526 2044303 463226 
12671,2791339 1244196 784737 657183 830073 
12689,1244196 2741322 1264190 1274654 2010975 
12750,657183 343377 1244196 1162250 1386412 
12852,1566231 767198 490987 2163175 2258655 
13715,338236 2216496 947691 587544 507008 
14269,1386412 1695664 1119495 2002097 2040236 
14624,784737 830073 2791339 657183 1776330 
14792,2684599 2450694 2164477 650246 2275611 
14966,2778525 2222699 2097556 784737 605947 
15006,16356 949723 1278190 307099 942253 
15100,1407200 2183288 2433665 499178 631686 
15549,1366236 1801603 1744585 766334 1838859 
15611,1244196 1776153 2127112 1984078 555502 
16228,1848773 1846560 1560749 1980126 188626 
16874,463226 483871 158526 536047 2486236 
16971,2198329 1056667 2636095 1244787 1830993 
18097,1096406 1538515 2117630 1732848 1714855 
18564,2522554 1359079 41126 2586734 297118 
18796,1411683 463226 2282652 1195481 1822566 
18994,1113937 794365 278589 1045268 463226 
19544,1900811 1760340 1206225 787130 1672746 
19679,1854295 1053542 399596 2392150 2050227 
19704,602260 2169564 268652 1587251 2076321 
20101,1352643 2348919 2489233 1341658 722566 
20679,1140869 278589 1092821 546434 1751372 
20815,931519 526501 2791339 1878292 493729 
20979,2648928 794156 1744038 1585842 2682419 
21195,1386412 2791339 1244196 1729551 536047 
21324,1870464 166394 921541 65610 2167510 
21578,1034359 1812156 1242418 536047 2779583 
21627,2778525 920520 2127017 2593483 1288677 
21663,460717 1092821 2804690 389326 1772053 
21813,1928254 1886939 134458 1434088 1244196 
21835,784737 1386412 830073 1953846 657183 
22107,134904 961241 226119 2284196 161055 
22206,2450694 18872 2038621 830362 345001 
22591,952102 2219078 1525111 1660941 1162772 
22728,2778525 2310379 113384 2186158 823512 
23229,1598351 2563266 2146119 202339 2525040 
