user_id,recommended_items
285,1728166 1726380 1808563 266817 561002 
902,1443706 455014 599025 2791339 1520277 
948,1053542 1807819 1673229 410414 2466095 
1183,1096406 579292 2117630 771171 2806026 
1286,1386412 1549837 605716 1366236 1754395 
1509,1566231 466934 1003954 2086041 490987 
1776,1053542 430145 1244196 2156629 1878823 
1982,2778525 1244196 1386412 657183 2791339 
2742,2778525 1244196 1386412 657183 2791339 
3161,472040 2295019 2277810 742821 723096 
3256,1092821 794365 929053 2141209 2239755 
3375,1966003 2778525 1244196 2031981 42452 
3547,2778525 1244196 1386412 657183 2791339 
3630,2750191 415358 1443706 2625619 2348573 
3806,657183 73218 1984327 1782499 83516 
4607,2778525 1244196 1386412 657183 2791339 
5112,2778525 1244196 1386412 657183 2791339 
5627,374376 415358 2380306 2802026 2593483 
5686,926828 475804 730809 2309898 430041 
5738,2310939 1129899 194318 2295534 1156803 
5839,1443706 2698468 79531 1165605 940481 
6442,2458668 2636095 2108935 1717731 1422652 
7182,2340784 1183228 2014172 2687682 2215849 
7693,2778525 1244196 1386412 657183 2791339 
8316,2476988 1982238 2249010 769879 499178 
9660,1386412 1717754 2650926 2227201 2778525 
9680,2184058 1310205 2302683 1064876 811251 
10044,1953846 2277810 1208433 671237 81416 
10316,830073 243557 2489959 784737 2106311 
10469,1588050 1430325 2547410 2616539 920520 
10470,2155612 826394 125527 932913 343292 
10870,2778525 1244196 1386412 657183 2791339 
10956,493729 163684 2372201 1241389 1302734 
11027,278589 1982016 760411 130558 1506186 
11380,1165605 830073 1608366 228623 2200859 
11423,2778525 1244196 1386412 657183 2791339 
11805,1001431 84155 865510 2753488 767563 
12046,607052 1162250 1928254 437364 954409 
12097,2712481 1386412 1695664 768905 2734492 
12233,2778525 1244196 1386412 657183 2791339 
12593,2107221 2830138 1216431 1001431 1534045 
12626,2521535 1322673 386410 1911499 2580699 
12630,606934 1828649 1056667 1001431 1947313 
12671,1646403 1434088 1728147 952102 1398047 
12689,549290 261110 1337011 189171 1516317 
12750,1162250 830073 470426 374376 490302 
12852,1972115 1102260 1496888 2763004 934469 
13715,2778525 1244196 1386412 657183 2791339 
14269,823512 961740 1607107 1009321 1041709 
14624,266412 2650926 2313894 650831 72465 
14792,1576126 1244196 468120 1069281 1295570 
14966,2004956 2112431 319253 310819 1957692 
15006,723777 1499394 1794685 83460 2380306 
15100,2295019 1069281 1443706 1162250 671237 
15549,2783906 1020200 266817 2086053 43306 
15611,1754395 1386412 507069 808771 1410585 
16228,2778525 1244196 1386412 657183 2791339 
16874,2588490 2288244 2450694 2183288 483871 
16971,2521535 2539956 194241 2110288 1328711 
18097,1428371 1815493 2323802 313851 1920047 
18564,1576126 1295570 2490294 1953846 354473 
18796,1014523 2730930 882152 1747258 2148574 
18994,2672526 634598 2111288 265522 1227036 
19544,2279385 2441110 1803942 914870 1919107 
19679,153323 2096789 1047027 193627 1775397 
19704,788342 973448 1443706 499178 1926071 
20101,105999 1241563 2438844 2616539 1728143 
20679,554760 1570917 2466095 569889 2637434 
20815,2210816 557005 2348573 1086695 415358 
20979,1029640 1449761 934577 2588067 485102 
21195,374376 1240596 2128544 1477642 1056667 
21324,2520574 934577 2645314 1751372 295490 
21578,2778525 1244196 1386412 657183 2791339 
21627,782713 266817 2169564 2783906 1755502 
21663,67174 2167880 385493 2617752 813931 
21813,2506235 2024094 134458 2588490 1624638 
21835,468120 2420135 1953846 1069281 650831 
22107,986950 1907046 1472716 1486947 1093296 
22206,18872 37276 79531 1325341 1096094 
22591,1834588 2234624 1078888 1328711 1880316 
22728,2778525 1244196 1386412 657183 2791339 
23229,1908731 1961546 2804518 1088599 936865 
23361,2397044 2151648 2143484 437245 715107 
23459,2313955 1391091 2681849 993437 2367494 
23667,668668 1717731 951143 1571417 1496888 
23718,1443706 2712481 172858 1149693 2257200 
24419,2778525 1244196 1386412 657183 2791339 
24465,2240077 882543 2584486 2500175 1908697 
25906,2018729 406231 410414 1807819 1673229 
26038,2825431 1689895 81964 2546303 665666 
26658,1630881 1785536 794365 1627267 47583 
27187,2348573 2314914 925751 1348583 141739 
