user_id,recommended_items
491521,434421 589441 1380107 2284706 538145 
2818051,456536 2830168 57235 1657452 1830824 
1540101,602260 16356 1266388 266817 2086053 
2457606,1268997 2090363 1704599 2034234 103079 
1441798,1062272 994489 1965165 1757987 1504925 
819208,2322404 2439615 1951319 1903604 918492 
557063,58071 372938 2212459 221256 2802608 
917512,931519 1025299 452092 784737 2791339 
1638414,2764162 157516 2358007 906941 1641398 
2195471,1155556 2028954 2738695 715272 932710 
2064399,40810 626177 2053679 1560443 278589 
1736719,1779599 1549837 2542922 476930 2158833 
2555921,2778525 1244196 1386412 657183 2791339 
1867798,905089 169494 1244196 2049946 638712 
2228247,657183 2791339 784737 1386412 1776330 
1343511,2251758 1277973 1469828 2663563 1728166 
1310750,2778525 1244196 1386412 657183 2791339 
2326558,536047 2386911 1119495 951143 495514 
2129952,50457 141176 2429998 2002097 797433 
2326562,1241533 220136 1531079 1276372 2760545 
360483,650449 1021658 2711809 2365349 2130797 
2359332,1287323 767607 1920047 2734883 74864 
1802278,499178 2716452 535570 186124 878413 
2064422,878413 988306 2654650 1290281 431435 
196649,2058690 533554 2088166 1349839 1313364 
458794,48650 2630733 1185847 1933949 842619 
2293803,2038621 2328730 580214 437823 2012702 
1802281,1053542 1953846 278589 2660436 1854085 
98349,2491223 266412 2806026 579292 657183 
819246,1092821 2791339 1386412 784737 343377 
983087,2174446 1213698 1246024 139405 2021073 
524333,1090310 1475454 2582558 117372 2069813 
950316,2660436 475121 300656 2727948 1244196 
426034,2374660 1627895 1771607 428173 1325058 
2097202,2571055 784737 830073 437245 435299 
786485,2778525 1244196 1386412 657183 2791339 
65592,1928254 723096 460717 967007 2239159 
2785339,2002097 2156629 1386412 657183 784737 
2195515,2778525 1244196 1386412 657183 2791339 
557117,920520 2825431 291669 1669749 309333 
2195518,2571275 2339642 715061 1022767 2027015 
1933371,1386412 343377 2198329 1162250 1244787 
2457660,371510 374973 2382710 2398410 463776 
852033,2548274 2471181 848375 844146 2310379 
2752573,821462 931519 568191 354268 2598929 
2588739,1818555 684089 1714855 1003779 573820 
262212,559839 2647727 771128 1876698 1226034 
2523205,1455644 2512414 657183 2049946 2232458 
2687048,1385441 592559 499178 2589412 2336701 
1245256,648818 920520 1227036 1910662 1669749 
1048650,1036256 1728212 887568 2679190 1503017 
196687,625711 2002097 657183 1476432 1092821 
1507407,668146 729312 445231 153323 2547597 
1048660,535530 2002097 2244464 1776330 2774545 
491606,2723262 2087711 1942406 1719018 2118668 
917592,2562177 1053542 2376862 535530 134741 
262233,2085163 1332817 2686203 1227049 1368635 
2719833,2114453 1744605 480007 2003241 1701214 
