user_id,recommended_items
2702977,926150 1003954 1608366 1776330 2705759 123885 2288244 912321 2786395 205039 494081 1746315 60344 2461626 1735099 
711553,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
1499907,1679143 915151 699006 1411806 2801020 1031833 510582 2090982 472040 1981683 2110288 2314585 310819 937376 2047542 
2538629,587660 2508062 2756779 1561143 1301883 915151 2450694 1262359 1919289 304693 1266442 205039 1366236 845794 2580807 
657287,2756779 2461626 296654 1187844 2778525 2288244 912321 1860035 265291 2265277 1121497 1083813 535955 1301883 2450694 
2541064,2489151 699006 845794 2141141 807419 296654 123885 1921641 2673351 2228095 735690 1078851 1398047 323805 2197213 
2302346,1078851 2228095 915151 699006 784737 1301883 296654 1981683 2450694 1919289 304693 1521292 1981599 1101086 1435542 
29708,1078851 296654 2791339 2468811 2786395 329739 1607232 1522825 1386412 1838145 2288244 912321 2673351 1608366 116630 
2057868,1266442 2450694 1262359 2673351 2047542 591828 721214 784737 1561143 2468811 296654 1724745 699006 2090982 510582 
2674191,915151 2778525 79531 1301883 1366236 1492887 918493 784737 1776330 2110288 2461626 358156 662302 1761063 2460014 
584466,205039 323805 1398047 2450694 1921641 1561143 1981683 1776330 2110288 845794 1078851 1492887 918493 30878 1724745 
2003991,1776330 2580807 60344 1919289 304693 79531 735690 2468811 721214 1398047 323805 2756779 2228095 1561143 2288244 
2877464,1960737 1003954 1187844 721214 2450694 60344 2012975 1608366 1029136 2747275 2756779 116630 926150 1919289 304693 
1970717,721214 807419 1860035 265291 2141141 116630 2580807 1366236 1561143 1266442 79531 1262359 2047542 1187844 2110288 
2064670,591828 79531 1921641 116630 296654 2673351 1366236 699006 926150 1860035 265291 2489151 735690 2228095 2110288 
237477,2756779 79531 1960737 2489151 323805 1398047 2581784 920520 735690 807419 1981599 1521292 1101086 1435542 671456 
1806502,2309898 902758 1836672 2138292 1047625 2461626 1187844 296654 60344 2756779 912321 2288244 1366236 2791339 79531 
886698,2673351 1921641 1266442 2228095 807419 721214 1960737 1366236 2012975 2141141 205039 1411806 2801020 1031833 1492887 
2371371,1960737 2756779 2489151 1366236 1521292 1981599 1101086 1435542 671456 1187844 1411806 2801020 1031833 1398047 323805 
2462127,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
1096112,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
1869752,2651519 224117 213792 2468811 807419 323805 1398047 2461626 2673351 1301883 2450694 2756779 721214 2197213 399596 
2431545,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
2462524,2756779 1411806 2801020 1031833 1561143 807419 121727 2705146 550854 146932 721214 494081 472040 1980367 2168673 
1313735,2047542 1366236 1776330 699006 845794 2586734 2141141 205039 2468811 2796479 2698468 2580807 123885 721214 2461626 
2353736,2489151 2228095 123885 296654 2110288 116630 591828 60344 807419 2141141 2012975 1735099 1377919 699006 1187844 
1731019,1776330 494081 699006 587660 2508062 1003954 1735099 1377919 2002097 1714882 926150 2705759 735690 60344 1078851 
1219790,116630 1921641 1981683 1860035 265291 2110288 2450694 1301883 296654 1960737 79531 1266442 2461626 205039 123885 
420176,2450694 2228095 735690 926150 2141141 807419 2047542 146932 550854 2705146 121727 2110288 1561143 205039 1187844 
2835411,2228095 2489151 2580807 1921641 807419 1860035 265291 784737 121727 2705146 550854 146932 472040 2705759 1960737 
2838101,735690 1561143 2489151 116630 1187844 1921641 926150 845794 915151 1608366 2756779 1630881 1818555 1215287 1966531 
2125784,2110288 587660 2508062 1366236 1078851 79531 845794 1960737 2288244 912321 2461626 2012975 2489151 784737 2778525 
546909,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
1659617,472040 2489151 699006 116630 2580807 2228095 2047542 2673351 1981683 1688480 2660436 680340 2589086 920520 2581784 
1604196,1679143 2461626 1561143 1921641 123885 915151 2581784 920520 2002097 1714882 2588156 887296 1137663 926150 296654 
1672550,2489151 1679143 60344 2673351 1266442 1366236 123885 2141141 845794 1398047 323805 1273098 735690 2228095 2786395 
1065961,1522825 1386412 1838145 2106311 926150 1776330 2141141 591828 2786395 1366236 205039 807419 1679143 1003954 494081 
1341423,1838145 1386412 1522825 2791339 1366236 721214 807419 296654 1187844 1262359 2698468 2796479 2450694 1301883 1029136 
2953213,2734753 213504 802795 495939 1958332 728608 1556170 1130730 1994344 1816811 2110965 627172 668146 2502244 807419 
443890,1860035 265291 123885 323805 1398047 2462072 385493 902460 1244196 1921641 1003954 2651519 224117 213792 79531 
2876273,587660 2508062 1301883 2489151 1137663 887296 2588156 2288244 912321 1608366 116630 1003954 1860035 265291 1398047 
782837,591828 784737 2228095 60344 2461626 2450694 1776330 2778525 146932 550854 2705146 121727 1301883 2489151 2288244 
307190,2779674 1728615 1980602 1619155 1825175 1928254 2259161 67507 162488 116630 1679143 123885 1776330 591828 2012975 
679931,1301883 1078851 926150 1921641 1679143 2586734 1266442 920520 2581784 591828 2778525 79531 1398047 323805 116630 
535549,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
1135998,472040 2110288 807419 1003954 296654 494081 1187844 2747275 1029136 2756779 926150 2288244 912321 60344 1078851 
