dic = {491521:[(538145,0.626330210998),(2411495,0.52746058989),(2829657,0.444059533842),(1802350,0.428849047654),(1439776,0.418863827025)],
2818051:[(2830168,0.187615694621),(1830824,0.169441367755),(57235,0.166670535431),(2491392,0.150791456126),(2012589,0.149574388525)],
1540101:[(266817,0.260442805668),(602260,0.24956079421),(16356,0.239636584092),(2783906,0.224280693654),(2086053,0.191443014491)],
2457606:[(1268997,0.305734789825),(2460014,0.289855986083),(1031950,0.288620470267),(2414343,0.278072602776),(1155556,0.277998035085)],
1441798:[(1728166,0.365247199515),(1763102,0.335895240551),(1619669,0.322846547471),(1521582,0.307413772874),(1801603,0.267334530009)],
819208:[(2439615,0.178675469451),(2050227,0.16856644711),(399596,0.167620853158),(2269251,0.144685777645),(2707301,0.139032729282)],
557063:[(58071,0.57719945147),(120395,0.415400495846),(2212459,0.361977976357),(771158,0.319773333515),(2228294,0.299145161868)],
917512:[(931519,0.429873700482),(1025299,0.369135892595),(1438082,0.257212558367),(638712,0.22459092794),(2521154,0.219571020611)],
1638414:[(2094372,0.233477656316),(1928254,0.228078715269),(2764162,0.205906819499),(1754760,0.20590637138),(1560443,0.181577621426)],
2195471:[(1564908,0.25172933098),(2002097,0.227972095898),(2441881,0.20993403554),(2148842,0.180523107651),(457392,0.172463444457)],
2064399:[(2053679,0.493635633509),(1230659,0.388284395607),(40810,0.385737422921),(1322673,0.359240297164),(2365168,0.339857909882)],
1736719:[(1496888,0.353785830294),(2763004,0.288477614347),(1779599,0.277851596844),(2030128,0.205198245622),(1549837,0.196224373214)],
2555921:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5)],
1867798:[(2049946,0.721199527188),(77575,0.644529229809),(2521154,0.563228675185),(266917,0.538631791467),(1627875,0.537171927272)],
2228247:[(486936,0.267671110717),(2239755,0.248430565368),(2437289,0.241235739231),(1162250,0.221216294796),(1317754,0.215311965199)],
1343511:[(1277973,0.551256445718),(2468829,0.505480277342),(2251758,0.490175428215),(172858,0.47334724458),(1430243,0.437275128514)],
1310750:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5)],
2326558:[(536047,0.236178398829),(1386412,0.171937951408),(2002097,0.164643454641),(657183,0.148577889867),(1119495,0.136525716266)],
2129952:[(797433,0.302690205263),(50457,0.190416707776),(1608366,0.187853882103),(2429998,0.183480368325),(2332848,0.170506218079)],
2326562:[(1241533,0.394062783977),(220136,0.381927119659),(357363,0.297142412022),(590819,0.279171100682),(202646,0.252608183751)],
360483:[(650449,0.263483752653),(2620827,0.227756764053),(1185036,0.223506158254),(1718887,0.207676263357),(1540667,0.200605521125)],
2359332:[(767607,0.254825546204),(2635038,0.23327159191),(1784135,0.230638295203),(2423978,0.228370163267),(1920047,0.219962735177)],
1802278:[(499178,0.48906364606),(648857,0.306677690301),(535570,0.276481836734),(1793593,0.271434341774),(878413,0.270799177349)],
2064422:[(878413,0.434973772616),(830345,0.340593875088),(2654650,0.330202477082),(94929,0.301567889869),(2681769,0.299300235652)],
