dic = {2702977:[(926150,0.0198694316205),(1003954,0.0133055148257),(1608366,0.0127095841139),(1776330,0.0110296460779),(2705759,0.00936691512447),(123885,0.00855740902323),(2288244,0.00846389454777),(912321,0.00846389454777),(2786395,0.00717473777548),(205039,0.00690877319962),(494081,0.00567688788423),(1746315,0.00566679123353),(60344,0.00530254154303),(2461626,0.00503040642362),(1735099,0.00454199334204)],
711553:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15)],
1499907:[(1679143,0.0214556208467),(915151,0.016238908376),(699006,0.0126266385675),(1411806,0.0120527804084),(2801020,0.0120527804084),(1031833,0.0120527804084),(510582,0.0107138731764),(2090982,0.0107138731764),(472040,0.00946148950595),(1981683,0.00942367004376),(2110288,0.00922073781313),(2314585,0.00868323966796),(310819,0.00868323966796),(937376,0.00868323966796),(2047542,0.0082593204472)],
2538629:[(587660,0.0040785372667),(2508062,0.0040785372667),(2756779,0.00382029430359),(1561143,0.00370615278378),(1301883,0.00330579126104),(915151,0.00314679480481),(2450694,0.00313065579902),(1262359,0.00304531425846),(1919289,0.00284711339771),(304693,0.00284711339771),(1266442,0.00276748753958),(205039,0.00268527317649),(1366236,0.00242569501068),(845794,0.00203886618372),(2580807,0.00169826748082)],
657287:[(2756779,0.0259214818948),(2461626,0.0235668172718),(296654,0.0223843349062),(1187844,0.014434768011),(2778525,0.0139071655622),(2288244,0.0131525829698),(912321,0.0131525829698),(1860035,0.00863369737913),(265291,0.00863369737913),(2265277,0.00827102992627),(1121497,0.00827102992627),(1083813,0.00827102992627),(535955,0.00827102992627),(1301883,0.00822047425341),(2450694,0.00797764965053)],
2541064:[(2489151,0.0191574951044),(699006,0.011127119774),(845794,0.0104504411675),(2141141,0.00896693875092),(807419,0.00888167563837),(296654,0.00766687027851),(123885,0.00766143687286),(1921641,0.00728029098508),(2673351,0.00722697185782),(2228095,0.00646267919828),(735690,0.00519785641475),(1078851,0.00466077405894),(1398047,0.00459104016113),(323805,0.00459104016113),(2197213,0.0042912605079)],
2302346:[(1078851,0.0316354714173),(2228095,0.0314710444908),(915151,0.0299761681148),(699006,0.0276755706277),(784737,0.0221760689906),(1301883,0.0165566441038),(296654,0.0157721904354),(1981683,0.0119875838154),(2450694,0.0118503080294),(1919289,0.0113388861533),(304693,0.0113388861533),(1521292,0.0109853695382),(1981599,0.0109853695382),(1101086,0.0109853695382),(1435542,0.0109853695382)],
29708:[(1078851,0.00546098223303),(296654,0.00474308328845),(2791339,0.00415065719065),(2468811,0.00383071754336),(2786395,0.00374975869107),(329739,0.00370849520921),(1607232,0.00370849520921),(1522825,0.00369126871232),(1386412,0.00369126871232),(1838145,0.00369126871232),(2288244,0.00348861333622),(912321,0.00348861333622),(2673351,0.0033294257039),(1608366,0.00325511621865),(116630,0.00315007178505)],
2057868:[(1266442,0.0237503381066),(2450694,0.0180266287385),(1262359,0.0153725588192),(2673351,0.0145449531726),(2047542,0.0137621407693),(591828,0.0118439756153),(721214,0.0105494826517),(784737,0.0103844835925),(1561143,0.00974798389328),(2468811,0.00972496044057),(296654,0.00956043711505),(1724745,0.00853250697059),(699006,0.00811207075208),(2090982,0.00785249401733),(510582,0.00785249401733)],
2674191:[(915151,0.0191274526885),(2778525,0.0169536448719),(79531,0.0137376724002),(1301883,0.0115339538029),(1366236,0.0108670717559),(1492887,0.00890521553632),(918493,0.00890521553632),(784737,0.00811134848822),(1776330,0.0075480456532),(2110288,0.00733281704229),(2461626,0.00730584176606),(358156,0.00612213020941),(662302,0.00612213020941),(1761063,0.00612213020941),(2460014,0.00612213020941)],
584466:[(205039,0.0347170723882),(323805,0.0333963316427),(1398047,0.0333963316427),(2450694,0.033089107417),(1921641,0.0272654431973),(1561143,0.0238619280569),(1981683,0.0221740021075),(1776330,0.018451354284),(2110288,0.0182532723999),(845794,0.0165800981604),(1078851,0.0146357400044),(1492887,0.013259033058),(918493,0.013259033058),(30878,0.0120006795329),(1724745,0.0114105221473)],
2003991:[(1776330,0.022863343687),(2580807,0.015944949857),(60344,0.0150181016334),(1919289,0.0133917022712),(304693,0.0133917022712),(79531,0.0129513186975),(735690,0.0127704643922),(2468811,0.0107684904685),(721214,0.010763149655),(1398047,0.010018007784),(323805,0.010018007784),(2756779,0.00929390010657),(2228095,0.00905368356913),(1561143,0.00799829285638),(2288244,0.00751755514413)],
2877464:[(1960737,0.0164429862701),(1003954,0.01566576621),(1187844,0.0149262957273),(721214,0.0144362402353),(2450694,0.0134448542397),(60344,0.0129446993239),(2012975,0.0125347306962),(1608366,0.0112412954305),(1029136,0.0105007775752),(2747275,0.0105007775752),(2756779,0.00990558446438),(116630,0.0090127661805),(926150,0.00878613705544),(1919289,0.00770740564444),(304693,0.00770740564444)],
1970717:[(721214,0.0245357208054),(807419,0.0199552523909),(1860035,0.0177162969596),(265291,0.0177162969596),(2141141,0.0175579466251),(116630,0.0162617200553),(2580807,0.0131909590726),(1366236,0.0117906399891),(1561143,0.0113533422191),(1266442,0.011108569531),(79531,0.00947078973742),(1262359,0.00846341169199),(2047542,0.00828391584684),(1187844,0.00785894060322),(2110288,0.00647861165849)],
2064670:[(591828,0.0320333935198),(79531,0.0291165870524),(1921641,0.0289164944484),(116630,0.0214244994707),(296654,0.0209154861971),(2673351,0.0193714002433),(1366236,0.0173781157735),(699006,0.0163414646044),(926150,0.0150151682608),(1860035,0.0146563444991),(265291,0.0146563444991),(2489151,0.0135118633551),(735690,0.0122688524129),(2228095,0.0122679830879),(2110288,0.0121537724071)],
237477:[(2756779,0.010206180101),(79531,0.00909732579292),(1960737,0.00876351204493),(2489151,0.00807229845173),(323805,0.00687624259415),(1398047,0.00687624259415),(2581784,0.0065565765393),(920520,0.0065565765393),(735690,0.00650852122375),(807419,0.00631878442825),(1981599,0.00596722024599),(1521292,0.00596722024599),(1101086,0.00596722024599),(1435542,0.00596722024599),(671456,0.00596722024599)],
1806502:[(2309898,0.0799033030828),(902758,0.0799033030828),(1836672,0.0799033030828),(2138292,0.0799033030828),(1047625,0.0799033030828),(2461626,0.0170669802411),(1187844,0.0145367791022),(296654,0.0110732352478),(60344,0.0106743371106),(2756779,0.0105725630713),(912321,0.00908032252369),(2288244,0.00908032252369),(1366236,0.00790360880371),(2791339,0.00771075976335),(79531,0.00764487518803)],
