user_id,recommended_items
491521,2411495 1969965 538145 2829657 1802350 1357215 786470 1878131 2324766 968392 908778 1439776 632945 1090792 2611970 
2818051,456536 2830168 57235 1657452 1830824 1081513 1498850 844177 1519181 2709907 1157861 2012589 1408219 541783 2496877 
1540101,602260 1266388 16356 266817 2086053 2783906 2142549 1953745 78440 1366236 1006357 2484622 2076321 2093033 2336914 
2457606,2034234 2618733 103079 1870745 1155556 656507 731126 343377 2571643 1031950 2588879 1115740 2427786 2090363 1278190 
1441798,1828649 266817 1531216 2728896 1330328 720941 365574 1058763 1619669 881515 1728166 1542449 1076694 2163770 964087 
819208,2322404 2439615 1951319 1903604 918492 1137676 480490 910698 2691719 2558484 1060300 2716420 2386461 2269251 1562873 
557063,58071 2212459 771158 1765174 2002097 618254 1496156 372938 1227036 536047 749025 1545757 2228294 244777 354284 
917512,931519 1025299 784737 2791339 638712 2336701 1092821 536047 1244196 1469399 1709201 972388 2092767 1162250 313851 
1638414,2764162 157516 906941 1641398 1393685 2107649 1754760 2358007 1928254 2648060 1961661 1127844 1350182 1934518 1608628 
2195471,1564908 2759556 1698315 1155556 1388615 1758661 291669 2002097 2610801 2050770 1096281 154639 2028954 2738695 715272 
2064399,2053679 278589 1322673 40810 626177 1560443 2365168 543296 1751372 2069038 2759974 1732848 2109683 52403 1576126 
1736719,1549837 1779599 1496888 1269812 2265526 1674439 972388 728099 166946 235858 1596007 646033 2627699 1447302 476930 
2555921,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
1867798,1244196 2791339 784737 1162250 343377 1386412 1069281 2796479 1443706 1047625 1984327 1053542 536047 79531 1576126 
2228247,657183 2791339 784737 1386412 1162250 2002097 536047 1776330 486936 1984327 2031981 1119495 734196 266412 2198329 
1343511,2251758 96802 1277973 2663563 1728166 2480507 1469828 1430243 2468829 967521 2257200 830537 2778525 1115692 494504 
1310750,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
2326558,536047 2386911 1119495 951143 495514 527751 590953 1680209 390926 1153961 38602 144197 657183 1686701 2146634 
2129952,50457 1115740 2002097 2456017 797433 1155556 363436 2332848 590953 141176 1608366 2429998 1301316 1953846 235378 
2326562,181055 826297 220136 1531079 252137 1241533 619132 2159515 335604 1276372 2760545 59311 590819 2238099 1286605 
360483,2620827 1195796 34937 2076819 1718887 650449 1021658 2711809 2365349 2130797 1240596 2826229 1386412 1882071 1244196 
2359332,2712481 1920047 767607 657183 2734883 478903 1165605 1060527 1953846 387569 2066190 2781882 1784135 2134619 1443706 
1802278,499178 1423069 1425706 434246 2711318 1793593 2716452 904965 878413 692521 535570 486719 973448 1971458 349853 
2064422,878413 2491223 1774911 807267 2654650 1110855 567617 870096 138419 1515708 830345 964435 1069478 1163756 2774733 
196649,1277012 2666340 533554 2244464 2062173 2774545 1080406 2088166 2460752 1349839 2229274 300053 2562177 1053542 2770021 
458794,48650 2819657 1716372 960485 2717048 340811 118115 1185847 1933949 1696122 200065 1512978 1837441 259111 1092821 
2293803,2038621 2328730 580214 437823 2012702 1368635 51423 18872 717979 1113991 42828 1096094 37276 2250703 788342 
1802281,1053542 657183 1069281 2313894 1953846 278589 1386412 2791339 823512 1679143 79531 2459081 1443706 468120 536047 
98349,2491223 579292 2235265 1386412 266412 1604112 784737 2806026 657183 77400 2223192 1672211 1776330 469137 2031981 
819246,1092821 1386412 2791339 784737 536047 1162250 437245 343377 657183 1244787 2198329 486936 1119495 2778525 2156629 
983087,2174446 1213698 1246024 139405 2021073 1248950 895787 146292 97638 2375480 2282007 1623399 460718 1643638 522016 
524333,1090310 1475454 117372 1679143 1550643 581547 955230 1423535 2582558 2791339 2075582 2439867 373303 1576126 899111 
950316,2660436 475121 300656 2727948 1244196 2309062 2745608 2824218 1108066 951170 387474 438624 190666 801554 126734 
426034,2374660 1627895 1771607 428173 1325058 2529551 1376234 876529 2076321 1871308 1769387 2770501 2296371 2313858 2821618 
2097202,2571055 784737 435299 2602263 1051839 437245 1096828 2186445 2148267 2635038 830073 2163770 35677 657183 1830993 
786485,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
65592,1928254 723096 460717 967007 2239159 278589 2406712 665194 1386412 2631568 2623166 1894867 1120557 2348229 1185969 
2785339,2002097 1386412 2156629 657183 784737 536047 2413494 2791339 1092821 2593483 486936 343377 2198329 1325341 1119495 
