user_id,recommended_items
491521,434421 589441 1380107 2284706 538145 2200859 2411495 407086 2414377 1016837 2101655 103339 45379 1602238 228623 964787 129743 2035458 1129576 1294609 
2818051,456536 2830168 57235 1657452 1830824 1081513 1498850 844177 1519181 2709907 1157861 2012589 1408219 541783 2496877 1517658 44180 1300830 2506838 1332105 
1540101,602260 16356 1266388 266817 2086053 2783906 2142549 78440 1953745 1366236 1006357 2484622 2076321 2093033 887776 2336914 916239 1492358 2402944 865484 
2457606,1268997 2090363 1704599 2034234 103079 1378744 682280 785593 985008 1155556 1870745 2503148 1299729 290105 925176 2210368 1907046 2433799 656507 2618733 
1441798,1062272 994489 1965165 1757987 1504925 2182484 1602378 2743148 128944 1908027 2711268 2398489 1422560 920485 549154 2440098 1133438 1435327 2654568 637452 
819208,2322404 2439615 1951319 1903604 918492 1137676 480490 910698 2691719 2558484 1060300 2716420 2386461 2269251 1562873 287649 2518697 2386451 1091113 2317362 
557063,58071 372938 2212459 221256 2802608 805382 354284 525280 900370 322220 1771601 1739585 1072942 771158 1491806 2606234 101035 2389114 414175 2086041 
917512,931519 1025299 452092 784737 2791339 1092821 638712 536047 2336701 1162250 1244196 2822479 313851 229304 2820720 1297289 716019 972388 2512414 2002097 
1638414,2764162 157516 2358007 906941 1641398 1393685 2107649 1754760 1928254 2648060 1961661 1127844 1350182 1934518 1608628 2094372 1886939 2037477 2511644 2158828 
2195471,1155556 2028954 2738695 715272 932710 653851 489665 2251936 2551254 876667 1079639 1564908 2759556 1698315 1388615 1758661 291669 2002097 2610801 2050770 
2064399,40810 626177 2053679 1560443 278589 1860939 974850 2475152 1480869 2003318 1230659 2637071 2224868 2365168 52403 2154209 1885101 1732848 2314169 2240646 
1736719,1779599 1549837 2542922 476930 2158833 1058446 1496888 321361 426583 744840 2763004 972388 1596007 2265526 2030128 1269812 2345241 109031 1701454 56993 
2555921,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 343377 1140869 830073 460717 1576126 
1867798,905089 169494 1244196 2049946 638712 2773384 164645 2791339 784737 2774804 266917 2268052 1194436 2082498 206258 328353 21333 1689322 931519 63611 
2228247,657183 2791339 784737 1386412 1776330 1162250 734196 2002097 486936 2466095 266412 1984327 1008509 536047 1671183 569889 1269685 1443706 2031981 2423978 
1343511,2251758 1277973 1469828 2663563 1728166 2468829 172858 119054 1385441 1090127 415358 536047 1051740 2372420 357363 1074013 611872 1434957 1193802 1439436 
1310750,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 343377 1140869 830073 460717 1576126 
2326558,536047 2386911 1119495 951143 495514 527751 590953 1680209 390926 1153961 38602 144197 657183 1686701 2146634 2757405 2088029 1083135 1039838 404357 
2129952,50457 141176 2429998 2002097 797433 1306420 1115740 2456017 550216 2535007 1332465 633995 2641038 1141922 2226471 1953846 363436 1155556 2332848 335428 
2326562,1241533 220136 1531079 1276372 2760545 59311 734248 590819 2238099 2766009 168502 2759789 2428460 1413092 2615178 359377 902758 2091491 1188620 1097116 
360483,650449 1021658 2711809 2365349 2130797 2620827 1530570 1262409 1563515 294829 1322673 2348415 259808 2183390 2500645 2729738 2753892 2486616 1199536 276551 
2359332,1287323 767607 1920047 2734883 74864 1565428 1165605 1953846 387569 657183 1242418 1636910 1754395 2778525 1244196 1513499 343377 2698468 2453690 2144494 
1802278,499178 2716452 535570 186124 878413 276159 648857 973448 349853 1295837 470426 323881 2586787 1793593 309073 1086695 613925 711944 1625967 2711318 
2064422,878413 988306 2654650 1290281 431435 830345 2491223 1455712 2703816 200309 2619586 1512520 1219852 2335389 1163756 138419 908778 1774911 807267 964435 
196649,2058690 533554 2088166 1349839 1313364 2062173 2774545 1389197 2666340 1277012 2716169 1704140 300053 1669539 1080406 869442 2580699 196631 2460752 987407 
458794,48650 2630733 1185847 1933949 842619 2712668 13121 2713122 2349180 126180 1296028 259111 960485 2198329 1092821 463568 574969 224117 1167807 2422301 
2293803,2038621 2328730 580214 437823 2012702 1368635 51423 18872 2250703 717979 1113991 42828 1096094 37276 788342 1111973 2312671 1974856 1180692 1545793 
1802281,1053542 1953846 278589 2660436 1854085 668146 657183 1069281 2313894 343733 2811370 1576126 1799960 1345640 1848170 398211 951143 1141233 2459081 1206551 
98349,2491223 266412 2806026 579292 657183 1776330 2117630 1672211 1761782 1386412 1096406 784737 2235265 2813131 2031981 343377 72465 77400 698891 1244196 
819246,1092821 2791339 1386412 784737 343377 2778525 657183 1162250 437245 2075582 1193717 2313894 1244787 79531 35677 205032 2559475 587438 1349908 1978835 
983087,2174446 1213698 1246024 139405 2021073 1248950 895787 146292 97638 2375480 2282007 1623399 460718 1643638 522016 1136925 2778525 1244196 1386412 657183 
524333,1090310 1475454 2582558 117372 2069813 1557339 16224 373303 1679143 2439867 1576126 899111 1569910 2791339 1295570 2364286 1550643 1423535 581547 955230 
950316,2660436 475121 300656 2727948 1244196 2309062 2745608 2824218 1108066 951170 387474 438624 190666 801554 126734 952102 988492 429339 480188 360955 
426034,2374660 1627895 1771607 428173 1325058 2529551 1376234 876529 2076321 1871308 1769387 2770501 2296371 2313858 2821618 790528 1186108 600580 1777806 2407141 
2097202,2571055 784737 830073 437245 435299 2602263 1051839 1096828 2186445 657183 2148267 1053542 2635038 2163770 2426590 1830993 35677 740529 2295019 1386412 
786485,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 343377 1140869 830073 460717 1576126 
65592,1928254 723096 460717 967007 2239159 1386412 2406712 665194 278589 2631568 2623166 2348229 1894867 1120557 1185969 2662501 1541359 1499651 2170079 2553109 
2785339,2002097 2156629 1386412 657183 784737 2791339 1092821 2413494 536047 486936 343377 1119495 2593483 1162250 2198329 951143 1325341 2778525 734196 1830993 
2195515,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 343377 1140869 830073 460717 1576126 
557117,920520 2825431 291669 1669749 309333 986950 645719 1259871 484085 904595 81564 1590432 1752047 1496156 107638 2312162 1355218 43114 92916 2365266 
2195518,2571275 2339642 715061 1022767 2027015 1561780 1007977 1504924 918511 2773384 2521154 815376 2232458 2243928 2791339 1162250 2759556 330019 1442975 2239082 
1933371,1386412 343377 2198329 1162250 1244787 657183 784737 536047 2156629 2791339 2413494 951143 437245 2593483 1053542 2650926 1776330 1325341 1830993 1194436 
2457660,371510 374973 2382710 2398410 463776 837528 1244196 1053542 1009366 2205297 2767629 2049999 1828595 1391644 240231 278589 1334067 291222 1580637 2778525 
852033,2548274 2471181 848375 844146 2310379 695332 2677564 479851 257339 1414147 2167034 2824297 2778525 831490 737209 50274 1859350 2540758 2058880 1096699 
2752573,821462 931519 568191 354268 2598929 638712 1398665 1164968 2138292 456839 863312 406777 132377 2374912 1862314 526501 1706898 536047 716019 2833767 
2588739,1818555 684089 1714855 1003779 573820 812479 1911328 52883 2778525 2639891 371857 1677336 42 2677009 1359896 362803 2507411 715989 2102920 2072104 
262212,559839 2647727 771128 1876698 1226034 734248 79925 1833692 812068 764484 197809 2639412 2452576 606006 1882761 543732 1793593 973863 2357346 2770021 
2523205,1455644 2512414 657183 2049946 2232458 1499162 2439247 2462072 1627875 850402 670600 823468 2708595 1574870 1438082 1244196 716019 1162250 698651 1908705 
2687048,1385441 592559 499178 2589412 2336701 1581853 1361639 670329 1074013 141739 347562 2820720 335428 2439247 2781379 1889254 973448 650901 1499162 2159515 
1245256,648818 920520 1227036 1910662 1669749 2391945 723777 1553721 2020553 2720229 1606984 1008784 732207 546412 2058732 1712984 2396714 2006954 1007375 107638 
1048650,1036256 1728212 887568 2679190 1503017 607978 1868109 1274336 2669070 383531 881580 426902 1465161 1904531 2118847 1490958 2658124 2424927 2762550 801479 
196687,625711 2002097 657183 1476432 1092821 2413494 940481 71091 784737 1386412 1920047 536047 2087109 1244196 1079784 2591944 1224868 1165605 1162250 2650926 
1507407,668146 729312 445231 153323 2547597 1972717 2205209 2128544 2215624 1165605 1998822 60317 3236 1984327 534894 1453861 784737 636110 625711 1159573 
1048660,535530 2002097 2244464 1776330 2774545 1027027 2144055 2635038 1165223 2298200 716019 2077807 2068892 1882077 691437 1113051 1080406 533554 2658192 138419 
491606,2723262 2087711 1942406 1719018 2118668 1153961 1825175 2360545 2125531 1530843 2348573 2236130 1809971 718717 2163770 26794 1312678 787903 625711 2482673 
917592,2562177 1053542 2376862 535530 134741 79775 1244196 2770021 1080406 2811370 2389610 869442 2522661 2656338 1165973 2290837 2512859 786684 2177739 58737 
262233,2085163 1332817 2686203 1227049 1368635 2722027 167754 1035035 2385172 1841756 2024489 2469440 44180 650752 2492187 1100806 1299162 2577616 2247190 1401198 
2719833,2114453 1744605 480007 2003241 1701214 889842 639383 2374186 320601 227314 133593 505920 360017 928461 1284451 2367494 1433930 2465034 1542217 1507326 
688220,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 343377 1140869 830073 460717 1576126 
2785373,2014994 1449387 2612072 1454707 1900183 2486236 1465313 691407 682361 278589 1608078 2356738 2717048 1964480 2766428 24794 1603162 2432149 2686203 2242730 
1048668,784737 1162250 343377 2791339 1984327 1244196 2106311 2423978 830073 266412 1776330 2031981 2466095 536047 1386412 1671183 650831 2759350 2796479 1244787 
2130017,391786 1935554 278216 2822996 2210349 1399202 2009682 1646190 407427 1037951 794156 1453018 980478 985728 315122 1865132 2117630 2497571 2512668 1547381 
