user_id,recommended_items
491521,538145 2411495 2829657 1878131 1895272 
2818051,1081513 2491392 2205047 57235 2830168 
1540101,266817 16356 1366236 602260 2783906 
2457606,2389610 2618733 2813646 1268997 1776330 
1441798,1728166 1763102 266817 1619669 2414157 
819208,436574 2050227 399596 2269251 2037855 
557063,58071 120395 2212459 2228294 2169867 
917512,931519 1025299 1297289 1867675 2822479 
1638414,1886939 2037477 558807 2094372 2277810 
2195471,291669 2002097 715272 2441881 1155556 
2064399,2053679 40810 1560443 1230659 2037477 
1736719,1549837 2763004 1496888 1779599 972388 
2555921,2778525 1244196 1386412 657183 2791339 
1867798,2049946 2521154 77575 313851 1627875 
2228247,486936 554760 1008509 1776330 470426 
1343511,1277973 2251758 2468829 172858 1430243 
1310750,2778525 1244196 1386412 657183 2791339 
2326558,536047 2002097 657183 1386412 951143 
2129952,50457 797433 1953846 917938 1330328 
2326562,823512 2759789 734248 220136 1241533 
360483,2620827 1240596 650449 1195796 1322673 
2359332,2734883 767607 640377 1784135 1920047 
1802278,499178 878413 1086695 2716452 648857 
2064422,878413 2654650 908778 830345 2491223 
196649,533554 2666340 2062173 2580699 2088166 
458794,48650 2819657 1185847 1751372 1512978 
2293803,18872 2328730 2038621 1368635 1070839 
1802281,668146 2459081 1184328 2491223 2680669 
98349,2491223 1096406 579292 1672211 469137 
819246,2313894 79531 486936 925129 562740 
983087,1477734 2466095 373303 1892568 620865 
524333,1090310 1475454 73218 2791339 117372 
950316,2660436 2309062 1244196 475121 2512859 
426034,876529 1876513 1366236 2821618 695332 
2097202,2571055 784737 1165605 3236 437245 
786485,2778525 1244196 1386412 657183 2791339 
65592,723096 967007 2239159 1928254 2406712 
2785339,2156629 2002097 486936 2593483 1325341 
2195515,1576126 2770160 988140 2106311 668146 
557117,2825431 81564 1669749 920520 986950 
2195518,2698468 1162250 2791339 2232458 2521154 
1933371,2198329 1287323 685253 343377 1162250 
2457660,1053542 1244196 278589 1009366 2382710 
852033,695332 2545674 2548274 2310379 287676 
2752573,821462 354268 2138292 568191 188562 
