user_id,recommended_items
491521,538145 2411495 2829657 1895272 1878131 
2818051,2205047 1081513 226749 1548909 2491392 
1540101,16356 266817 1366236 602260 887776 
2457606,1876513 2618733 1870745 335428 2813646 
1441798,266817 1619669 931519 1728166 1763102 
819208,436574 2050227 399596 2269251 1014523 
557063,58071 120395 2002097 2228294 2212459 
917512,931519 1025299 1438082 2521154 2205815 
1638414,2094372 2037477 2466095 1886939 2156629 
2195471,291669 1155556 2441881 715272 2002097 
2064399,1322673 40810 1560443 1576126 2053679 
1736719,1549837 1496888 972388 2763004 56993 
2555921,2778525 1244196 1386412 657183 2791339 
1867798,2049946 77575 2521154 1194436 1627875 
2228247,486936 1776330 1162250 2239755 1325341 
1343511,1277973 2251758 172858 1430243 2468829 
1310750,2778525 1244196 1386412 657183 2791339 
2326558,536047 2002097 657183 951143 1386412 
2129952,50457 141176 797433 291669 2083881 
2326562,1506186 1982016 2037855 130558 490987 
360483,650449 2620827 1195796 1240596 1322673 
2359332,2712481 767607 387569 1920047 640377 
1802278,499178 1793593 186124 1086695 878413 
2064422,878413 2681769 2491223 830345 1971458 
196649,533554 2062173 2666340 2088166 1349839 
458794,2819657 48650 1092821 801479 1751372 
2293803,18872 2328730 2038621 788342 461272 
1802281,668146 1184328 2459081 2491223 2782162 
98349,77400 1672211 2491223 2117630 469137 
819246,2313894 1119495 2778525 79531 925129 
983087,1477734 399596 620865 2688176 1892568 
524333,1090310 1475454 117372 2791339 1550643 
950316,2660436 1244196 2309062 475121 35677 
426034,876529 1325058 2076321 1366236 1818555 
2097202,784737 2571055 830073 1212118 2635038 
786485,2778525 1244196 1386412 657183 2791339 
65592,723096 967007 665194 1928254 2406712 
2785339,2156629 2002097 486936 657183 1325341 
2195515,579292 2712481 823512 1102456 1526269 
557117,2825431 920520 986950 1669749 291669 
2195518,1386412 2698468 2791339 2232458 1162250 
1933371,472594 343377 2198329 1287323 685253 
2457660,1053542 1244196 278589 1009366 2382710 
852033,287676 2545674 479851 2548274 1730037 
2752573,931519 821462 638712 526501 568191 
2588739,1818555 684089 573820 940554 812479 
262212,1196981 812068 734248 1226034 764484 
2523205,2462072 1499162 2512414 1438082 1627875 
2687048,399435 335428 2413494 2159515 1361639 
1245256,162125 107638 1669749 309333 1576126 
1048650,801479 2413494 1150284 190851 2762550 
196687,625711 2002097 1476432 940481 1920047 
1507407,668146 2128544 3236 153323 445231 
