user_id,recommended_items
491521,589441 1853489 2411495 2200859 407086 
2818051,456536 57235 1657452 2830168 1830824 
1540101,602260 2086053 16356 887776 2783906 
2457606,1251864 1333072 2389610 103079 656507 
1441798,296295 1926071 839008 34611 2128544 
819208,2439615 1137676 2271867 2322404 1448143 
557063,194022 221256 58071 372938 295105 
917512,931519 1025299 2791339 2822479 2820720 
1638414,1350182 1928254 2709635 157516 2430023 
2195471,489665 932710 653851 1758661 1698315 
2064399,626177 1860939 974850 2475152 2069038 
1736719,1779599 2158833 847357 109031 56993 
2555921,2778525 1244196 1386412 657183 2791339 
1867798,2049946 2774804 1386412 164645 1244196 
2228247,657183 2791339 1386412 784737 1162250 
1343511,2251758 2663563 1277973 611872 1469828 
1310750,2778525 1244196 1386412 657183 2791339 
2326558,404357 590953 1039838 536047 1680209 
2129952,141176 2226471 2641038 50457 633995 
2326562,2759789 2766009 168502 335604 902758 
360483,1021658 2130797 2500645 2753892 276551 
2359332,2775757 1287323 579600 327533 74864 
1802278,499178 186124 2093466 2716452 2015500 
2064422,878413 2654650 908778 1971458 2063333 
196649,1080406 300053 2774545 2635038 2666340 
458794,48650 2630733 842619 574969 2712668 
2293803,580214 2328730 2023555 58622 2038621 
1802281,1053542 79531 2660436 468120 1679143 
98349,579292 698891 2579533 2117630 2031981 
819246,1092821 1386412 2791339 536047 784737 
983087,2174446 1136925 895787 1643638 522016 
524333,2069813 1475454 899111 1090310 1576126 
950316,2745608 2824218 1108066 2660436 2313052 
426034,2123252 1769387 2313858 1876513 273279 
2097202,830073 784737 494504 2571055 1212118 
786485,2778525 1244196 1386412 657183 2791339 
65592,1928254 723096 460717 967007 1386412 
2785339,1386412 657183 2002097 2593483 2156629 
2195515,2778525 1244196 1386412 657183 2791339 
557117,920520 107638 2825431 291669 986950 
2195518,2232458 1297289 1162250 330019 2239082 
1933371,1386412 657183 343377 2791339 2198329 
2457660,1009366 371510 1244196 374973 2382710 
852033,117727 848375 2824297 2548274 1859350 
2752573,821462 931519 1093296 767563 568191 
2588739,684089 573820 52883 812479 1911328 
262212,2647727 1833692 559839 771128 2259389 
2523205,2049946 2462072 1422357 1455644 206258 
2687048,927275 1418721 1889254 499178 973448 
1245256,403232 2058732 775484 1606984 604432 
1048650,1490958 1465161 2658124 887568 1274336 
196687,625711 2002097 657183 2650926 1317915 
1507407,668146 534894 1827898 1257566 2205209 
1048660,824974 535530 729235 2002097 530744 
491606,2723262 2348573 1809971 2163770 1942406 
917592,2063098 535530 2376862 786684 869442 
262233,1299162 2247190 515544 1100806 2686203 
2719833,480007 2114453 889842 639383 1744605 
688220,2778525 1244196 1386412 657183 2791339 
2785373,761715 2014994 1449387 24794 1502840 
1048668,343377 784737 2791339 1162250 1244196 
2130017,2822996 391786 407427 1037951 1935554 
1540195,1523501 786265 309305 2159449 264084 
1376357,1946833 1768848 2374971 2395289 687292 
491623,1821018 2572073 801718 2031981 1967294 
950376,2608278 808263 1837434 2382870 395745 
2719848,2641038 1340660 911310 1092821 749025 
655470,2232458 1438082 1599559 2002097 2705759 
1179760,1113937 2057312 158526 2288244 794365 
1605745,130230 2539405 2067916 469615 2295019 
2523257,2530548 2485080 658316 1701431 850528 
1933435,107246 883501 2180565 1017392 2713996 
1343611,657183 1162250 2791339 1776330 343377 
1310844,1196414 164655 1735304 1810787 818187 
1769598,671359 1384188 2760385 2381373 1860448 
589949,625711 1443706 2712481 1203465 2734883 
2097275,1428727 1238025 366196 780835 1164027 
884868,2566411 1519543 2266435 2798165 1854821 
1540232,2397044 1541359 1391673 802012 1113937 
1212553,812068 2559545 1501428 2521699 406231 
2982030,278589 1427934 84369 2381795 2302406 
2097299,2435845 415358 1760592 535530 2414830 
2031764,2502244 2058119 1966003 2478597 1098848 
917652,2110288 1337096 808975 2402594 905422 
2949270,1550643 117372 278589 2346790 2709027 
491671,1244196 2778525 1047625 1042157 1404301 
2916504,1244196 266412 1162250 2031981 784737 
2130073,662974 447873 2777730 2451783 925664 
98458,2065842 2553402 106083 1206667 347246 
2982039,1042196 1683970 2488684 166946 2360931 
1147036,882380 2159515 1786175 2291475 1949839 
1376404,445302 2512388 1369829 2798823 2159445 
1638560,784737 1984327 734196 2791339 657183 
1278116,468120 266412 2420135 2360931 1244196 
2687142,257339 1602073 642024 859242 826983 
1605799,1338648 2367246 2049896 2578180 2281270 
2719913,1779620 104775 1342811 757668 2217710 
1376425,2055851 672563 1147481 1890132 1670085 
65707,1244196 468120 1679143 2459081 1576126 
1474731,2752423 2409634 278589 47583 460717 
1179822,446588 2384418 2450694 2021802 1222925 
2359473,2778525 1244196 2796479 1069281 1053542 
1245362,2002097 1386412 536047 657183 2791339 
164023,2694467 1850794 1670658 1584071 720259 
458938,2660875 794156 1886939 1585842 2752423 
2064571,430533 2792310 92454 1829050 35677 
1179836,2834355 155821 1903249 770803 2329107 
2851002,2716452 1050614 2681769 1971458 1227036 
1605822,2157347 2778662 1203065 307099 1755502 
1638594,1443706 657183 528151 2470523 1984077 
1441986,1679143 692994 2420135 2459081 1953846 
2425035,2778525 1244196 1386412 657183 2791339 
98508,1604573 1297289 931519 1087072 258349 
2425037,848024 1273892 2340839 1985910 2061060 
1245396,1311154 447985 1244196 1069281 1576126 
1999060,1386412 657183 1092821 784737 1244787 
332200,2778525 1244196 1386412 657183 2791339 
131287,468120 1679143 668146 1953846 1576126 
1147096,10572 100254 2254947 956472 2614772 
2195674,2778525 2411804 1053542 1545386 2660436 
98523,2770160 2336701 2446758 973448 1889205 
1212640,2778525 1244196 1386412 657183 2791339 
1081570,2712821 1764845 1330328 1818349 1338318 
1147109,1104146 1053542 47583 1327378 1160495 
426214,2778525 1244196 1386412 657183 2791339 
655590,1090310 79531 1244196 1140869 2477038 
1442025,2831662 1174707 1968058 1695664 2310385 
2359530,915680 2468295 1083294 2693178 381226 
2228462,657183 536047 1444616 343377 2778525 
1769714,1984327 2422536 2418162 2662957 445231 
2326776,2778525 1244196 1386412 657183 2791339 
852220,2277810 1330328 1768507 1439033 2006993 
557309,2778525 1244196 468120 1047625 2313894 
1114365,426324 1792273 587660 2337975 1125560 
2195710,2267882 520294 2448401 270313 1673854 
655618,2148901 1226379 638712 1653612 1804347 
258,562726 2600575 98202 2476293 2194493 
2883846,2778525 1244196 1386412 657183 2791339 
1278219,1001229 74721 2090080 2207091 2412689 
950545,2319540 1443594 1560694 849041 48524 
2949396,1183354 1636910 1124313 1894367 2422536 
1081620,2391945 920520 2255841 875776 2549348 
2261270,2315271 107638 2771419 2746931 2123252 
1081621,1044036 2414157 2163770 66474 469386 
65816,1095941 2778525 875254 124243 1325013 
688409,71347 2509024 107638 1593459 604254 
1802522,2024094 1928254 47583 1886939 472040 
2195739,2117630 1732848 117291 1672211 2393265 
2588952,2491392 381226 2147088 2170079 1538496 
285,1728166 1216431 2676153 1838908 1726380 
2392348,2682470 2396028 2091491 2617083 1736735 
1966368,1660565 1461004 1109255 2596481 2464820 
1048864,1797670 1512978 1728212 1655598 1054019 
2097440,657874 1701454 792737 2749962 1564530 
