user_id,recommended_items
285,1728166 561002 1726380 1281879 1216431 
902,1443706 1244196 2791339 1162250 2466095 
948,1053542 2778525 1244196 2466095 1595372 
1183,1096406 1244196 2117630 1664426 579292 
1286,2778525 1244196 1386412 657183 2791339 
1509,2086041 1376058 2182715 2546303 1496156 
1776,1103447 623022 194022 1687056 2468340 
1982,2778525 1244196 1386412 657183 2791339 
2742,2778525 1244196 1386412 657183 2791339 
3161,472040 1386412 723096 460717 665194 
3256,1244196 657183 1162250 2796479 2546378 
3375,2778525 1244196 2031981 1953846 784737 
3547,2778525 1244196 1386412 657183 2791339 
3630,415358 2750191 1443706 2625619 1244196 
3806,1432568 1472716 2348573 1244196 973448 
4607,2778525 1244196 1386412 657183 2791339 
5112,2778525 1244196 1386412 657183 2791339 
5627,374376 345660 415358 2802026 2380306 
5686,926828 2309898 475804 522765 2833963 
5738,2778525 1244196 823512 2310939 2466095 
5839,1443706 657183 79531 2698468 2625619 
6442,315406 2458668 574981 1498369 2464913 
7182,2014172 2340784 248636 1183228 2687682 
7693,2778525 1244196 1386412 657183 2791339 
8316,2476988 1982238 499178 1607107 954150 
9660,1386412 2227201 2650926 1717754 2502800 
9680,2184058 2272823 624750 1310205 2343092 
10044,388367 81416 2232786 1208433 115324 
10316,830073 784737 657183 2002097 1162250 
10469,1756345 2641962 987162 2547410 589441 
10470,353289 2686231 2154395 2210368 125527 
10870,2778525 1244196 1386412 657183 2791339 
10956,192785 546579 2372201 1302734 2396877 
11027,1706421 1113937 1087413 794365 642488 
11380,1165605 2603862 367160 2652417 2791339 
11423,2778525 1244196 1386412 657183 2791339 
11805,84155 1586516 178439 931519 1175235 
12046,607052 954409 437364 2588187 2123151 
12097,1386412 1092821 657183 343377 536047 
12233,2778525 1244196 1386412 657183 2791339 
12593,1001431 1534045 1216431 702963 1801603 
12626,2118010 1631256 1804721 2292469 377012 
12630,2761339 2393613 1099748 393793 2443949 
12671,1646403 1728147 2814126 1434088 830631 
12689,1105190 261110 88029 1221859 549290 
12750,657183 830073 2791339 1386412 1162250 
12852,406835 1102260 1972115 932497 1496888 
13715,2778525 1244196 1386412 657183 2791339 
14269,1053542 823512 1244196 1156803 1640028 
14624,266412 657183 72465 2459081 1443706 
14792,1244196 2778525 1818555 1576126 460717 
14966,504015 2621022 100343 813782 908513 
15006,723777 1499394 1794685 2389610 231115 
15100,1299042 816307 1069226 802988 1728143 
15549,1053542 1576126 1119495 1386412 2489959 
15611,1386412 2002097 657183 1695664 243252 
16228,2778525 1244196 1386412 657183 2791339 
16874,2450694 1244196 2588490 2288244 1339831 
16971,825883 1913505 2539956 1061943 1291947 
18097,1428371 2323802 1815493 1244787 625711 
18564,1576126 1953846 1295570 2490294 725181 
18796,2730930 1014523 1551995 1838816 1723658 
18994,951204 41913 1851776 1640415 888272 
19544,914870 2419733 2279385 1919107 2441110 
19679,153323 2096789 2517409 445231 193627 
19704,1187519 437801 499178 788342 2330317 
20101,105999 536047 1241563 1460626 1728143 
20679,1244196 2466095 554760 2796479 2031981 
20815,2348573 890051 557005 1407200 457843 
20979,1029640 485102 1702541 2588067 1295316 
21195,1477642 164623 1056667 1240596 253152 
21324,2520574 1796117 2049238 225268 128886 
21578,2778525 1244196 1386412 657183 2791339 
21627,266817 1953745 2783906 2093033 2728896 
21663,2167880 2617752 190325 67174 813931 
21813,2024094 2588490 1140869 1434088 1928254 
21835,468120 657183 1953846 1069281 2313894 
22107,986950 1053542 2778525 457843 536047 
22206,787368 2730927 1096094 274885 1955247 
22591,1834588 1880316 1328711 771416 882380 
22728,2778525 1244196 1386412 657183 2791339 
23229,1908731 2778525 1244196 1386412 657183 
23361,2143484 437245 1134856 1349839 2002097 
23459,1391091 2313955 2252536 2367494 2045755 
23667,410738 2720356 1931528 701000 1812156 
23718,1443706 1244196 1149693 2257200 266412 
24419,2778525 1244196 1386412 657183 2791339 
24465,2584486 2500175 2002097 734196 859700 
25906,1053542 410414 2018729 1092821 1673229 
26038,1689895 2825431 81964 665666 2546303 
26658,1627267 278589 460717 1244196 2030858 
27187,2348573 557005 1074013 2625619 457843 
27501,436974 1959080 1020875 2301756 2055851 
27638,771416 1524219 404604 1878823 2385866 
27707,965108 1967011 797595 1237831 705760 
27727,1140869 79531 2791339 2002097 1386412 
27845,1053542 536047 784737 2571055 1882410 
27931,2704587 947691 551925 1124313 776155 
28232,1340660 120395 2086041 1376058 291669 
28739,806981 544639 204044 2617752 1003779 
28801,1376234 477905 335145 1090127 2401491 
28972,106261 1085517 2329357 2553721 1361778 
29072,1074013 340121 1407200 712901 1086695 
29146,1962428 2332561 2318985 850021 447312 
29212,931519 617858 2054114 612155 670839 
29340,8745 2337857 262871 714309 389056 
29449,712901 2348573 1893616 2770160 1277973 
29519,2791339 343377 1244196 2106311 1162250 
30094,356159 79531 1541384 2712821 1014151 
30368,2778525 1244196 1386412 657183 2791339 
30774,2778525 1244196 1386412 657183 2791339 
30910,1165605 1695664 2215624 350611 2734883 
31318,2277810 1386412 1682300 657183 818888 
32111,2778525 1244196 1386412 657183 2791339 
32371,1469233 147908 941986 1955277 282824 
32434,1765833 1165605 1636910 2791339 2618175 
33119,2778525 1244196 1386412 657183 2791339 
33317,1677336 22987 2164654 278589 2040236 
33492,1092821 2313894 278589 1140869 2650926 
33552,2778525 2819375 2038867 397228 199388 
33704,784737 1244196 1386412 1443706 2313894 
35125,436637 2036870 2764101 787160 2491016 
35517,2049850 2155146 2083881 2435832 1477922 
35752,343377 1218572 1162250 1386412 2791339 
36049,2251704 1128638 1918359 1364348 398787 
36125,2205815 1244196 2705759 374376 2803681 
36396,2778525 1244196 1386412 657183 2791339 
36940,2546303 1689895 81964 2257516 2595466 
37187,675243 1976523 2376471 788342 878016 
37351,958759 1395429 1587288 2579706 206449 
38059,1600861 2194493 2501141 1646883 543642 
38189,849943 914866 667505 1953846 2757880 
38365,2796479 2459081 668146 1047625 1953846 
38481,770454 1406238 2358688 1676825 1695113 
