user_id,recommended_items
491521,407086 589441 2414377 1443163 1357215 
2293761,2778525 1244196 1386412 657183 2791339 
1441798,743724 1860721 1288082 536047 2069435 
557063,58071 900370 2212459 2802608 2683367 
491527,1940509 1717731 444020 1332653 892702 
1572873,784737 2002097 1162250 830073 657183 
2457606,2034234 1794685 2287767 1155556 335428 
1638414,2778525 1244196 1386412 657183 2791339 
2064399,2053679 626177 2020029 2711809 1315690 
1736719,972388 1549837 1658863 2030128 2265526 
1867798,1162250 1386412 625711 1984327 2791339 
1343511,1074013 1434957 1406412 616365 172858 
1277977,1140869 2791339 1271958 1149811 1404891 
1966106,2142631 1633656 1209840 1623073 2524061 
1146907,2778525 1244196 1386412 657183 2791339 
2588702,16863 1728969 1851915 1223698 2444261 
2326562,1426280 590819 1650533 220136 1466359 
360483,650449 1021658 2365349 1563515 1185036 
2359332,1165605 657183 1386412 2734883 2002097 
1802278,499178 1425706 1867675 692521 925751 
1802281,79531 1953846 1053542 657183 1069281 
458794,1701416 1134434 2422301 934577 1899529 
196649,1277012 2062173 1313364 2058690 2015500 
98349,657183 1761782 2235265 343377 2813131 
1015853,1928254 1162250 657183 2002097 1092821 
819246,2791339 1092821 1386412 536047 784737 
524333,2791339 984924 955230 2778442 2075582 
2195503,2778525 1244196 1386412 657183 2791339 
426034,2728896 266817 2787334 1822084 1953745 
1998894,1605642 1279630 1257765 169286 2463631 
65592,1928254 723096 967007 460717 2239159 
1933371,2198329 1162250 784737 536047 1092821 
2457660,371510 1580637 240231 1334067 2205297 
557117,2825431 81564 291669 107638 986950 
2195518,1928254 1162250 657183 1092821 2791339 
426047,1425706 2109924 2413494 1101229 1253286 
2785339,536047 657183 1162250 2002097 1386412 
852033,695332 848375 2471181 1859350 715272 
2293824,215982 519268 228623 587660 1355489 
2588739,52883 299392 812479 2507411 2102920 
262212,1226034 2519166 2693388 2357346 2131278 
2523205,1455644 2462072 1627875 2822479 2232458 
1998915,1759421 29314 1679143 648573 855817 
1245256,648818 920520 645719 1496156 244777 
1376330,602445 1354078 781634 430209 289881 
1835083,2778525 1244196 1386412 657183 2791339 
950348,809105 2192837 1137055 437971 33330 
1048650,491158 1709088 1140869 1219513 235930 
1507407,668146 1972717 153323 1827898 625711 
1278032,2349166 320601 1745658 1021271 1773803 
1048660,1554299 573820 2761091 2002097 1092821 
491606,2723262 1153961 1719018 2118668 1825175 
917592,1606360 2433528 2770021 2062173 2635038 
262233,1332817 383603 725769 560686 2722027 
1048668,1162250 2791339 784737 343377 2796479 
2785373,1465313 1454707 1964480 2012795 1021972 
2130017,2000561 2411631 614476 5506 831128 
1540195,1841463 2568318 2491223 1494361 2500541 
1376357,1636910 1356042 2712481 1879987 685185 
491623,1053542 410414 570383 614700 1317035 
2097255,830073 2129142 1627994 555960 2116462 
1474664,2317055 1930472 2432277 2075582 2686239 
2392171,2778525 1244196 1386412 657183 2791339 
655470,1618444 953920 480136 2778525 1244196 
1179760,794365 1113937 2057312 2417467 2288244 
1605745,2625619 288485 784737 1519543 2309131 
2031733,37581 854959 2461434 2782893 1696122 
2097275,2778525 1244196 1386412 657183 2791339 
1933435,2213276 2006993 479980 2557680 1376828 
589949,2320399 2770160 2781486 1274960 1611425 
