user_id,recommended_items
285,1728166 266817 1726380 1808563 887776 2712821 1763102 2128544 2169564 2468829 561002 1858896 2121562 856444 2086053 
902,1443706 599025 455014 2210816 1162250 2791339 2075329 237692 1520277 399435 90273 415358 1570917 2184369 77356 
948,1053542 1673229 1807819 410414 1156803 1129899 1076904 570383 569889 1047625 2184369 823512 776006 1595372 1287265 
1183,1096406 2117630 579292 77400 1774990 771171 2806026 1664426 2393265 1932410 2223192 558807 1364949 698891 870096 
1286,47583 194241 2802026 749431 579292 2235265 1317915 2264926 1240596 2297807 470426 436574 2827170 2614865 2776824 
1509,1566231 466934 1003954 2086041 490987 1824686 2182715 1516543 1865831 1972115 269512 1496156 2705759 109031 1376058 
1776,1386412 1053542 1244196 931519 1376058 2302683 437245 1496888 2413494 447985 1672211 2156629 1240553 2097556 1565316 
1982,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
2742,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
3161,472040 665194 933025 2277810 723096 937879 2295019 2371498 1297941 243252 141483 1565316 2124917 2658075 902396 
3256,1330328 1092821 2413494 657183 929053 1317754 2437289 1025695 2244175 2239755 207240 1105930 1267146 2759350 381226 
3375,42452 712300 668899 803363 2031981 2627099 1953846 475121 2778525 430145 1477734 447985 1244196 1056667 2545674 
3547,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
3630,2750191 415358 1472716 447985 1443706 177825 493460 1290875 2625619 1432568 1664453 1867675 931519 2501356 2770160 
3806,73218 499178 592559 2080276 2582558 1782499 668899 2018868 1803686 1370919 2348573 638712 1038792 973448 2470880 
4607,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
5112,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
5627,374376 2593483 2802026 415358 2380306 2309062 1062021 2309131 568191 2462072 616365 2803681 1438082 1754395 776006 
5686,926828 2309898 475804 2138292 2471602 730809 2774733 1382986 2802026 2127017 1785216 940481 2650926 313495 2593483 
5738,1129899 2310939 712300 194318 1244196 538069 2614865 2295534 1156803 1774879 1672211 1129891 870096 1160406 2481419 
5839,2698468 2603642 1165605 2625619 79531 350611 942253 823512 1443706 1664453 2218230 1241464 554760 1330328 43306 
6442,2636095 1774071 2458668 2413494 2108935 2435637 1751372 315406 650449 1911499 1746915 1422652 1717731 2521535 1361956 
7182,2687682 2340784 2014172 1183228 2215849 248636 1218572 784887 1499162 1857507 1822566 1120107 1373703 2003041 373383 
7693,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
8316,499178 2249010 2476988 769879 650449 493460 1640855 1130730 592559 2342153 2826101 1595372 240780 1453018 1156803 
9660,2650926 1386412 2734492 734196 2227201 1717754 1575865 662309 1673229 2134619 266909 478799 784737 1364977 2154312 
9680,2184058 1310205 1064876 343377 2131409 2413494 1717731 447985 1416451 1815677 377107 2302683 1955065 1747233 2760857 
10044,1953846 2277810 1386412 1472716 951143 2325510 2781618 318747 671237 1020875 1604145 213792 507069 933025 55199 
10316,830073 2489959 470426 243557 684753 1325341 2235909 1549598 1092821 2002097 2106311 2625619 780835 2409634 2436828 
10469,2825431 1430325 1588050 624081 987162 1756345 2616539 2641962 2258655 589441 2547410 35677 244777 2739609 1227036 
10470,657183 1267928 18872 624081 826394 2825431 343292 2802608 986950 2258655 732576 1576126 2759789 2183288 2155612 
10870,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
10956,493729 2372201 1302734 163684 1074059 1460321 1241389 1508978 5964 1650533 46015 300053 2396877 192785 2698468 
11027,1982016 1506186 760411 278589 130558 1514815 1156803 1056667 2791339 1529535 2091491 942253 1189146 1264432 2550498 
11380,1165605 2652417 1608366 640377 830073 920520 1494361 2603862 1984077 1443706 2200859 1056667 2721169 1287323 882543 
11423,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
11805,1001431 84155 2753488 1585675 1093296 1998302 2802026 865510 1521582 338801 2031674 782713 981037 2567436 1469087 
12046,1162250 278589 1903249 2593483 1337011 954409 2094372 2249010 313851 1195481 2301803 1496888 1193409 1886939 671237 
12097,2712481 1695664 999151 784737 1244196 768905 1984327 1386412 2603642 2734492 536047 804400 543296 1593289 1352609 
12233,2778525 1244196 1386412 657183 2791339 536047 2002097 1092821 784737 1053542 278589 79531 1928254 1162250 1984327 
12593,2107221 1216431 1534045 1619669 2830138 1001431 1801603 2415538 2205815 702963 1469359 2215495 266817 2548861 151591 
12626,2521535 677711 1322673 1225403 2580699 2477038 386410 1345405 1911499 993437 1538515 1271913 962091 2706909 2110288 
12630,447985 1749097 1472220 1244196 1982016 606934 2669570 1823509 528854 2811370 1506186 1056667 1187287 1776930 813640 
12671,1434088 1646403 1398047 952102 460717 2024094 789747 830631 2588490 656507 1728147 1714855 2571643 461272 2507411 
12689,261110 2669570 749431 549290 1516317 1337011 1510306 1069281 1119495 134624 1124313 2357006 1803686 2802026 949723 
12750,184517 470426 374376 657183 2423978 1672383 490302 734196 1162250 830073 226371 1595372 1069281 2796479 1240596 
